customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
4883-QICIH,Cancelou,Male,0,Yes,Yes,32,Yes,No,Fibra Óptica,No,No,No,Sem Suporte Técnico,No,No,Mensal,Yes,Bank transfer (automatic),69.75,2347.9
4884-LEVMQ,Não Cancelou,Male,0,Yes,No,39,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,2 Anos,Yes,Bank transfer (automatic),20.45,790.0
4884-TVUQF,Não Cancelou,Female,1,No,No,57,Yes,Yes,Fibra Óptica,Yes,No,Yes,Com Suporte Técnico,No,Yes,2 Anos,No,Credit card (automatic),101.3,5779.6
4884-ZTHVF,Não Cancelou,Female,1,No,No,8,Yes,No,Fibra Óptica,No,Yes,No,Sem Suporte Técnico,Yes,No,Mensal,Yes,Electronic check,87.1,713.6
4890-VMUAV,Não Cancelou,Male,0,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Com Suporte Técnico,No,No,1 Ano,No,Electronic check,71.5,4576.3
4891-NLUBA,Não Cancelou,Female,0,Yes,Yes,61,No,No phone service,DSL,No,Yes,Yes,Com Suporte Técnico,Yes,Yes,2 Anos,Yes,Bank transfer (automatic),61.45,3751.15
4892-VLANZ,Cancelou,Male,0,No,No,1,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,Mensal,No,Mailed check,19.8,19.8
4893-GYUJU,Não Cancelou,Female,0,No,No,50,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,1 Ano,Yes,Mailed check,19.35,1033.0
4895-TMWIR,Cancelou,Male,1,Yes,No,11,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,Mensal,No,Mailed check,19.95,214.75
4896-CPRPF,Não Cancelou,Male,0,Yes,Yes,35,Yes,Yes,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,2 Anos,No,Bank transfer (automatic),25.45,809.25
4897-QSUYC,Cancelou,Female,0,No,No,1,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,Mensal,Yes,Mailed check,20.15,20.15
4900-MSOMT,Não Cancelou,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Com Suporte Técnico,Yes,No,2 Anos,No,Bank transfer (automatic),80.2,5714.2
4902-OHLSK,Cancelou,Female,1,No,No,29,Yes,Yes,Fibra Óptica,No,No,No,Com Suporte Técnico,Yes,Yes,Mensal,No,Electronic check,98.65,2862.75
4903-CNOZC,Não Cancelou,Male,0,No,No,29,Yes,Yes,DSL,No,Yes,Yes,Sem Suporte Técnico,No,Yes,1 Ano,No,Credit card (automatic),70.9,1964.6
4903-UYAVB,Cancelou,Male,0,Yes,No,5,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,Mensal,No,Mailed check,19.35,126.05
4905-JEFDW,Cancelou,Male,0,No,No,11,No,No phone service,DSL,No,No,Yes,Sem Suporte Técnico,Yes,No,1 Ano,Yes,Electronic check,41.6,470.6
4906-ZHGPK,Não Cancelou,Male,0,Yes,Yes,54,Yes,Yes,DSL,No,Yes,No,Com Suporte Técnico,Yes,No,1 Ano,Yes,Electronic check,70.7,3770.0
4908-XAXAY,Não Cancelou,Female,1,No,No,49,Yes,No,Fibra Óptica,No,Yes,Yes,Sem Suporte Técnico,No,Yes,1 Ano,Yes,Bank transfer (automatic),89.85,4287.2
4909-JOUPP,Não Cancelou,Male,1,Yes,No,72,Yes,Yes,Fibra Óptica,No,Yes,Yes,Com Suporte Técnico,Yes,Yes,2 Anos,No,Credit card (automatic),109.7,7898.45
4910-AQFFX,Cancelou,Male,0,Yes,Yes,9,Yes,Yes,Fibra Óptica,No,No,Yes,Sem Suporte Técnico,No,No,Mensal,Yes,Bank transfer (automatic),79.35,661.25
4910-GMJOT,Cancelou,Female,0,No,No,1,Yes,Yes,Fibra Óptica,No,No,No,Sem Suporte Técnico,Yes,Yes,Mensal,Yes,Electronic check,94.6,94.6
4911-BANWH,Cancelou,Female,0,No,Yes,31,Yes,Yes,Fibra Óptica,No,No,No,Sem Suporte Técnico,Yes,No,Mensal,Yes,Credit card (automatic),86.55,2697.4
4912-PIGUY,Não Cancelou,Female,0,No,No,1,Yes,Yes,Fibra Óptica,No,No,No,Sem Suporte Técnico,Yes,No,Mensal,Yes,Electronic check,84.6,84.6
4913-EHYUI,Cancelou,Male,1,Yes,Yes,56,Yes,Yes,Fibra Óptica,Yes,No,Yes,Sem Suporte Técnico,Yes,Yes,1 Ano,Yes,Bank transfer (automatic),104.55,5794.65
4915-BFSXL,Não Cancelou,Male,0,Yes,Yes,70,Yes,Yes,DSL,Yes,No,Yes,Sem Suporte Técnico,Yes,No,2 Anos,No,Credit card (automatic),68.95,4858.7
4918-FYJNT,Não Cancelou,Female,1,Yes,No,55,Yes,Yes,Fibra Óptica,No,Yes,Yes,Com Suporte Técnico,No,No,Mensal,No,Electronic check,90.45,5044.8
4918-QLLIW,Cancelou,Male,0,No,No,3,Yes,No,DSL,No,No,No,Sem Suporte Técnico,Yes,No,Mensal,No,Credit card (automatic),53.4,188.7
4919-IKATY,Cancelou,Male,0,Yes,Yes,5,Yes,Yes,Fibra Óptica,Yes,No,Yes,Sem Suporte Técnico,No,No,Mensal,Yes,Electronic check,84.5,453.75
4919-MOAVT,Cancelou,Male,0,No,Yes,3,Yes,No,Fibra Óptica,No,No,No,Sem Suporte Técnico,No,No,Mensal,No,Electronic check,69.65,220.1
4922-CVPDX,Não Cancelou,Female,0,Yes,No,26,Yes,No,DSL,No,Yes,Yes,Sem Suporte Técnico,Yes,Yes,2 Anos,Yes,Credit card (automatic),73.5,1905.7
4923-ADWXJ,Não Cancelou,Female,0,No,No,25,Yes,No,DSL,No,Yes,No,Com Suporte Técnico,No,Yes,Mensal,Yes,Bank transfer (automatic),65.8,1679.65
4925-LMHOK,Cancelou,Male,0,No,No,15,Yes,Yes,DSL,No,Yes,No,Com Suporte Técnico,No,No,Mensal,Yes,Credit card (automatic),58.6,939.7
4926-UMJZD,Não Cancelou,Female,0,Yes,No,31,Yes,No,DSL,No,No,No,Com Suporte Técnico,No,No,Mensal,Yes,Mailed check,49.2,1498.55
4927-WWOOZ,Não Cancelou,Male,0,Yes,No,2,Yes,Yes,Fibra Óptica,No,No,Yes,Sem Suporte Técnico,Yes,No,Mensal,Yes,Electronic check,91.45,171.45
4929-BSTRX,Cancelou,Female,0,No,No,1,Yes,No,DSL,No,No,No,Sem Suporte Técnico,Yes,No,Mensal,Yes,Mailed check,53.55,53.55
4929-ROART,Não Cancelou,Male,0,No,No,18,Yes,Yes,DSL,Yes,No,No,Sem Suporte Técnico,No,No,Mensal,No,Mailed check,56.25,969.85
4929-XIHVW,Não Cancelou,Male,1,Yes,No,2,Yes,No,Fibra Óptica,No,No,Yes,Sem Suporte Técnico,Yes,Yes,Mensal,Yes,Credit card (automatic),95.5,181.65
4931-TRZWN,Não Cancelou,Female,0,No,No,13,Yes,No,DSL,Yes,No,No,Sem Suporte Técnico,Yes,Yes,Mensal,Yes,Electronic check,71.95,923.85
4933-BSAIP,Não Cancelou,Female,0,Yes,No,40,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,2 Anos,No,Mailed check,19.1,780.1
4933-IKULF,Não Cancelou,Female,1,No,No,17,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,1 Ano,No,Mailed check,20.65,330.6
4936-YPJNK,Não Cancelou,Female,0,No,No,10,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,Mensal,Yes,Mailed check,19.9,199.45
4937-QPZPO,Não Cancelou,Male,0,Yes,Yes,61,Yes,Yes,Fibra Óptica,No,No,Yes,Sem Suporte Técnico,Yes,Yes,1 Ano,Yes,Electronic check,99.9,6241.35
4939-KYYPY,Não Cancelou,Male,0,No,No,27,Yes,Yes,DSL,No,No,Yes,Com Suporte Técnico,No,No,Mensal,No,Electronic check,59.45,1611.65
4940-KHCWD,Não Cancelou,Female,0,Yes,No,60,No,No phone service,DSL,Yes,Yes,No,Com Suporte Técnico,No,No,2 Anos,No,Bank transfer (automatic),37.7,2288.7
4942-VZZOM,Não Cancelou,Male,0,Yes,No,64,Yes,Yes,DSL,Yes,No,No,Sem Suporte Técnico,Yes,No,1 Ano,Yes,Credit card (automatic),66.15,4392.5
4945-RVMTE,Não Cancelou,Female,0,No,No,28,Yes,No,DSL,No,No,Yes,Sem Suporte Técnico,Yes,No,Mensal,Yes,Bank transfer (automatic),59.55,1646.45
4946-EDSEW,Cancelou,Female,0,Yes,Yes,11,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,Mensal,Yes,Mailed check,19.25,180.3
4947-DSMXK,Não Cancelou,Male,0,Yes,Yes,34,Yes,Yes,Fibra Óptica,No,Yes,No,Sem Suporte Técnico,Yes,Yes,Mensal,Yes,Bank transfer (automatic),97.7,3410.0
4948-WBBKL,Não Cancelou,Female,1,No,No,36,Yes,Yes,Fibra Óptica,No,No,No,Sem Suporte Técnico,No,No,Mensal,Yes,Bank transfer (automatic),74.9,2659.45
4950-BDEUX,Não Cancelou,Male,0,No,No,35,No,No phone service,DSL,No,No,Yes,Sem Suporte Técnico,Yes,Yes,Mensal,No,Electronic check,49.2,1701.65
4950-HKQTE,Não Cancelou,Female,0,No,No,22,Yes,Yes,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,2 Anos,No,Mailed check,26.25,605.9
4951-UKAAQ,Cancelou,Female,0,No,No,4,Yes,Yes,Fibra Óptica,No,Yes,No,Sem Suporte Técnico,No,Yes,Mensal,Yes,Electronic check,88.95,355.2
4952-YSOGZ,Cancelou,Female,0,Yes,Yes,4,Yes,Yes,Fibra Óptica,No,No,No,Sem Suporte Técnico,No,Yes,Mensal,Yes,Electronic check,85.95,381.3
4955-VCWBI,Não Cancelou,Female,0,Yes,Yes,43,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,1 Ano,No,Mailed check,20.0,817.95
4957-SREEC,Não Cancelou,Male,0,Yes,Yes,70,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,2 Anos,No,Credit card (automatic),20.35,1458.1
4957-TIALW,Não Cancelou,Female,0,No,Yes,15,Yes,No,DSL,Yes,Yes,Yes,Com Suporte Técnico,No,No,1 Ano,No,Credit card (automatic),65.6,1010.0
4957-TREIR,Não Cancelou,Male,0,No,No,3,Yes,No,DSL,Yes,No,No,Com Suporte Técnico,Yes,No,Mensal,Yes,Credit card (automatic),64.4,195.65
4958-GZWIY,Cancelou,Male,0,Yes,Yes,7,Yes,No,DSL,No,No,Yes,Sem Suporte Técnico,No,No,Mensal,No,Electronic check,48.7,340.25
4958-XCBDQ,Cancelou,Male,1,No,No,35,Yes,Yes,Fibra Óptica,No,No,Yes,Sem Suporte Técnico,Yes,Yes,Mensal,Yes,Electronic check,101.4,3496.3
4959-JOSRX,Cancelou,Female,0,Yes,No,2,Yes,No,DSL,No,No,No,Sem Suporte Técnico,No,No,Mensal,Yes,Credit card (automatic),44.6,80.55
4962-CHQPW,Não Cancelou,Male,0,No,Yes,29,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,1 Ano,No,Mailed check,19.85,535.05
4967-WPNCF,Não Cancelou,Male,0,No,No,72,No,No phone service,DSL,Yes,Yes,Yes,Com Suporte Técnico,Yes,Yes,2 Anos,Yes,Bank transfer (automatic),63.7,4464.8
4971-PUYQO,Cancelou,Female,0,No,No,27,Yes,Yes,Fibra Óptica,No,No,No,Sem Suporte Técnico,Yes,Yes,Mensal,Yes,Mailed check,94.55,2724.6
4973-MGTON,Não Cancelou,Female,0,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Com Suporte Técnico,Yes,Yes,2 Anos,Yes,Credit card (automatic),84.4,5969.3
4973-RLZVI,Não Cancelou,Female,0,No,No,30,Yes,No,DSL,Yes,Yes,Yes,Com Suporte Técnico,Yes,No,1 Ano,No,Credit card (automatic),74.65,2308.6
4976-LNFVV,Não Cancelou,Male,1,Yes,No,19,No,No phone service,DSL,No,Yes,Yes,Sem Suporte Técnico,No,No,Mensal,Yes,Credit card (automatic),34.3,577.15
4979-HPRFL,Não Cancelou,Male,0,Yes,Yes,56,Yes,Yes,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,2 Anos,No,Bank transfer (automatic),24.15,1402.25
4980-URKXC,Não Cancelou,Male,0,Yes,No,36,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,1 Ano,No,Bank transfer (automatic),20.85,720.05
4981-FLTMF,Não Cancelou,Female,0,Yes,Yes,57,Yes,Yes,DSL,Yes,Yes,No,Com Suporte Técnico,No,No,Mensal,No,Bank transfer (automatic),65.2,3687.85
4983-CCWMC,Não Cancelou,Male,0,No,No,3,Yes,No,Fibra Óptica,No,No,No,Sem Suporte Técnico,No,No,Mensal,Yes,Mailed check,69.6,207.4
4983-CLMLV,Não Cancelou,Female,0,Yes,No,52,Yes,Yes,Fibra Óptica,No,Yes,No,Com Suporte Técnico,Yes,Yes,Mensal,Yes,Credit card (automatic),102.7,5138.1
4986-MXSFP,Não Cancelou,Female,0,No,No,2,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,Mensal,Yes,Mailed check,20.0,40.9
4987-GQWPO,Não Cancelou,Male,0,No,No,17,No,No phone service,DSL,No,No,No,Sem Suporte Técnico,No,No,Mensal,No,Credit card (automatic),25.1,382.8
4988-IQIGL,Cancelou,Male,1,No,No,1,Yes,Yes,Fibra Óptica,No,No,No,Sem Suporte Técnico,No,No,Mensal,Yes,Electronic check,75.35,75.35
4989-LIXVT,Não Cancelou,Male,1,No,No,68,Yes,Yes,Fibra Óptica,No,Yes,Yes,Sem Suporte Técnico,No,Yes,Mensal,Yes,Electronic check,95.9,6503.2
4990-ALDGW,Não Cancelou,Male,0,No,No,57,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,2 Anos,No,Mailed check,20.75,1118.8
4992-LTJNE,Não Cancelou,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,No,Sem Suporte Técnico,No,No,2 Anos,No,Bank transfer (automatic),55.3,3983.6
4993-JCRGJ,Não Cancelou,Male,0,No,No,26,Yes,Yes,Fibra Óptica,No,No,Yes,Com Suporte Técnico,No,No,Mensal,Yes,Mailed check,84.3,2281.6
4994-OBRSZ,Não Cancelou,Male,0,No,Yes,14,Yes,No,DSL,Yes,Yes,Yes,Com Suporte Técnico,No,Yes,2 Anos,No,Bank transfer (automatic),76.1,1054.8
4998-IKFSE,Não Cancelou,Female,0,No,No,30,Yes,Yes,Fibra Óptica,No,No,Yes,Sem Suporte Técnico,Yes,Yes,Mensal,No,Electronic check,100.45,3096.9
4999-IEZLT,Não Cancelou,Male,0,No,No,66,No,No phone service,DSL,No,No,No,Com Suporte Técnico,No,No,1 Ano,No,Credit card (automatic),29.45,1983.15
5002-GCQFH,Não Cancelou,Male,0,Yes,No,49,Yes,Yes,Fibra Óptica,Yes,Yes,No,Sem Suporte Técnico,Yes,No,Mensal,Yes,Bank transfer (automatic),93.85,4733.1
5003-OKNNK,Não Cancelou,Female,0,Yes,Yes,15,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,1 Ano,No,Credit card (automatic),20.35,335.95
5003-XZWWO,Não Cancelou,Male,0,Yes,No,71,Yes,Yes,DSL,No,Yes,Yes,Com Suporte Técnico,Yes,Yes,2 Anos,No,Credit card (automatic),84.2,5956.85
5006-MXVRN,Não Cancelou,Female,0,No,No,39,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,2 Anos,No,Credit card (automatic),20.7,762.45
5010-IPEAQ,Não Cancelou,Female,0,Yes,Yes,67,No,No phone service,DSL,Yes,Yes,Yes,Com Suporte Técnico,Yes,No,2 Anos,No,Credit card (automatic),54.2,3623.95
5012-YSPJJ,Não Cancelou,Male,0,Yes,Yes,31,Yes,No,DSL,No,No,Yes,Com Suporte Técnico,No,No,Mensal,No,Mailed check,54.35,1647.0
5013-SBUIH,Cancelou,Female,0,No,No,50,Yes,Yes,Fibra Óptica,Yes,Yes,No,Com Suporte Técnico,Yes,Yes,2 Anos,Yes,Electronic check,109.65,5551.15
5014-GSOUQ,Não Cancelou,Male,0,No,No,13,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,2 Anos,No,Mailed check,19.95,243.65
5014-WUQMG,Não Cancelou,Male,0,Yes,Yes,47,Yes,No,Fibra Óptica,Yes,Yes,Yes,Sem Suporte Técnico,No,Yes,1 Ano,Yes,Electronic check,96.1,4391.45
5016-ETTFF,Cancelou,Male,0,No,No,10,No,No phone service,DSL,No,No,Yes,Sem Suporte Técnico,No,No,Mensal,No,Mailed check,29.5,255.25
5016-IBERQ,Não Cancelou,Male,0,Yes,No,23,Yes,Yes,Fibra Óptica,No,Yes,Yes,Sem Suporte Técnico,No,No,Mensal,No,Electronic check,84.25,1968.1
5016-LIPDW,Não Cancelou,Male,0,Yes,Yes,57,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,1 Ano,No,Mailed check,19.4,1061.6
5018-GWURO,Não Cancelou,Female,0,Yes,No,56,Yes,Yes,Fibra Óptica,No,No,No,Sem Suporte Técnico,Yes,No,Mensal,Yes,Bank transfer (automatic),85.6,4902.8
5018-HEKFO,Não Cancelou,Female,0,No,No,10,Yes,Yes,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,Mensal,Yes,Mailed check,24.5,270.15
5018-LXQQG,Não Cancelou,Female,0,Yes,Yes,30,Yes,No,DSL,Yes,No,No,Com Suporte Técnico,No,Yes,Mensal,No,Bank transfer (automatic),66.3,1923.5
5019-GQVCR,Não Cancelou,Male,1,No,No,43,Yes,Yes,Fibra Óptica,No,No,No,Sem Suporte Técnico,Yes,No,Mensal,Yes,Electronic check,84.85,3645.6
5020-ZSTTY,Cancelou,Female,1,No,No,54,Yes,Yes,DSL,Yes,Yes,No,Com Suporte Técnico,Yes,Yes,1 Ano,No,Bank transfer (automatic),82.45,4350.1
5022-JNQEQ,Não Cancelou,Female,0,Yes,Yes,9,Yes,No,Fibra Óptica,No,No,No,Com Suporte Técnico,No,No,Mensal,Yes,Electronic check,75.85,647.5
5022-KVDQT,Não Cancelou,Male,0,No,No,27,Yes,Yes,Fibra Óptica,No,No,Yes,Sem Suporte Técnico,No,No,Mensal,Yes,Electronic check,81.3,2272.8
5025-GOOKI,Não Cancelou,Female,0,No,No,20,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,Mensal,Yes,Credit card (automatic),18.9,347.65
5027-QPKTE,Cancelou,Male,0,Yes,No,7,Yes,No,Fibra Óptica,No,No,No,Sem Suporte Técnico,No,No,Mensal,Yes,Electronic check,69.35,451.1
5027-XWQHA,Cancelou,Male,0,No,No,6,Yes,No,DSL,No,No,No,Sem Suporte Técnico,No,No,Mensal,No,Electronic check,44.75,270.95
5027-YOCXN,Não Cancelou,Male,0,Yes,Yes,51,Yes,Yes,Fibra Óptica,Yes,Yes,No,Com Suporte Técnico,Yes,Yes,1 Ano,No,Credit card (automatic),110.05,5686.4
5028-GZLDO,Cancelou,Male,0,No,No,2,Yes,No,Fibra Óptica,No,No,No,Sem Suporte Técnico,No,No,Mensal,No,Credit card (automatic),70.7,140.7
5028-HTLJB,Cancelou,Male,1,No,No,1,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,Mensal,No,Mailed check,20.05,20.05
5032-MIYKT,Não Cancelou,Female,0,No,No,1,Yes,No,Fibra Óptica,No,No,No,Sem Suporte Técnico,No,No,Mensal,Yes,Mailed check,70.7,70.7
5032-USPKF,Não Cancelou,Female,0,No,No,38,Yes,Yes,DSL,Yes,Yes,Yes,Sem Suporte Técnico,Yes,Yes,1 Ano,No,Bank transfer (automatic),84.1,3187.65
5035-BVCXS,Não Cancelou,Male,0,No,No,11,Yes,No,Fibra Óptica,No,Yes,No,Sem Suporte Técnico,No,No,Mensal,Yes,Mailed check,75.9,866.4
5035-PGZXH,Não Cancelou,Female,0,No,No,56,Yes,Yes,Fibra Óptica,No,Yes,Yes,Sem Suporte Técnico,Yes,Yes,1 Ano,Yes,Electronic check,106.8,5914.4
5038-ETMLM,Não Cancelou,Female,0,Yes,No,72,Yes,Yes,Fibra Óptica,Yes,Yes,Yes,Com Suporte Técnico,Yes,Yes,2 Anos,Yes,Bank transfer (automatic),113.65,8182.75
5039-LZRQT,Não Cancelou,Female,0,No,No,13,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,1 Ano,No,Mailed check,20.2,273.25
5043-TRZWM,Não Cancelou,Female,0,No,No,1,Yes,No,Fibra Óptica,No,No,Yes,Sem Suporte Técnico,No,No,Mensal,No,Electronic check,75.55,75.55
5044-LRQAQ,Não Cancelou,Female,0,Yes,No,7,Yes,No,Fibra Óptica,No,No,No,Sem Suporte Técnico,No,No,Mensal,Yes,Bank transfer (automatic),69.2,477.55
5044-XDPYX,Não Cancelou,Female,0,Yes,No,51,Yes,Yes,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,2 Anos,No,Mailed check,25.5,1281.25
5046-NUHWD,Não Cancelou,Female,1,Yes,No,29,No,No phone service,DSL,Yes,No,Yes,Sem Suporte Técnico,No,Yes,Mensal,Yes,Electronic check,45.0,1228.65
5047-LHVLY,Cancelou,Male,1,No,Yes,1,Yes,No,DSL,No,No,Yes,Sem Suporte Técnico,No,No,Mensal,Yes,Mailed check,50.15,50.15
5049-GLYVG,Cancelou,Male,0,No,No,1,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,Mensal,No,Mailed check,20.6,20.6
5049-MUBWG,Não Cancelou,Male,0,No,No,26,Yes,No,DSL,Yes,No,No,Com Suporte Técnico,Yes,Yes,1 Ano,No,Bank transfer (automatic),75.0,1908.35
5052-PNLOS,Cancelou,Male,0,No,No,3,Yes,Yes,Fibra Óptica,No,Yes,Yes,Sem Suporte Técnico,Yes,Yes,Mensal,Yes,Bank transfer (automatic),105.35,323.25
5054-IEXZT,Cancelou,Male,0,No,Yes,1,Yes,No,Fibra Óptica,No,Yes,No,Sem Suporte Técnico,No,No,Mensal,Yes,Electronic check,75.35,75.35
5055-BRMNE,Não Cancelou,Female,0,Yes,Yes,67,Yes,Yes,Fibra Óptica,Yes,No,No,Com Suporte Técnico,Yes,Yes,2 Anos,No,Credit card (automatic),106.7,7009.5
5055-MGMGF,Não Cancelou,Female,0,Yes,No,65,Yes,Yes,Fibra Óptica,Yes,No,Yes,Sem Suporte Técnico,Yes,Yes,Mensal,Yes,Electronic check,105.05,6914.95
5056-FIMPT,Não Cancelou,Female,0,No,Yes,43,Yes,No,Fibra Óptica,Yes,Yes,No,Com Suporte Técnico,Yes,Yes,1 Ano,Yes,Credit card (automatic),106.0,4532.3
5057-LCOUI,Cancelou,Female,0,No,No,39,No,No phone service,DSL,No,No,Yes,Sem Suporte Técnico,Yes,Yes,Mensal,Yes,Electronic check,50.75,2011.4
5057-RKGLH,Não Cancelou,Female,0,Yes,Yes,9,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,2 Anos,No,Mailed check,20.35,191.1
5060-TQUQN,Não Cancelou,Male,0,Yes,Yes,30,Yes,Yes,Fibra Óptica,No,Yes,No,Com Suporte Técnico,No,No,Mensal,Yes,Bank transfer (automatic),83.55,2570.2
5061-PBXFW,Não Cancelou,Female,0,Yes,Yes,32,Yes,No,DSL,Yes,Yes,No,Com Suporte Técnico,No,No,Mensal,No,Bank transfer (automatic),61.4,1864.65
5062-CJJKH,Não Cancelou,Male,0,Yes,Yes,25,Yes,No,DSL,No,Yes,Yes,Sem Suporte Técnico,No,No,1 Ano,No,Mailed check,53.65,1355.45
5063-IUOKK,Não Cancelou,Male,0,No,No,13,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,2 Anos,No,Mailed check,19.75,265.75
5066-GFJMM,Não Cancelou,Female,0,Yes,No,3,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,Mensal,Yes,Mailed check,19.9,45.75
5067-DGXLL,Não Cancelou,Male,0,No,No,2,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,Mensal,No,Mailed check,20.25,36.8
5067-WJEUN,Não Cancelou,Male,0,Yes,Yes,67,Yes,No,DSL,Yes,Yes,No,Sem Suporte Técnico,No,No,2 Anos,Yes,Bank transfer (automatic),54.2,3838.2
5067-XJQFU,Não Cancelou,Male,1,Yes,Yes,66,Yes,Yes,Fibra Óptica,No,Yes,Yes,Com Suporte Técnico,Yes,Yes,1 Ano,Yes,Electronic check,108.45,7076.35
5071-FBJFS,Não Cancelou,Female,0,Yes,Yes,4,Yes,No,DSL,Yes,No,No,Sem Suporte Técnico,No,No,Mensal,No,Electronic check,50.3,217.1
5073-RZGBK,Não Cancelou,Female,0,Yes,Yes,50,Yes,Yes,DSL,Yes,Yes,Yes,Com Suporte Técnico,No,Yes,1 Ano,Yes,Bank transfer (automatic),80.05,4042.2
5073-WXOYN,Cancelou,Female,0,No,No,60,No,No phone service,DSL,No,Yes,No,Sem Suporte Técnico,Yes,Yes,Mensal,Yes,Electronic check,50.8,3027.4
5074-FBGHB,Não Cancelou,Male,0,No,No,64,Yes,Yes,Fibra Óptica,No,No,Yes,Com Suporte Técnico,Yes,Yes,1 Ano,Yes,Credit card (automatic),104.65,6889.8
5075-JSDKI,Não Cancelou,Female,0,No,No,59,Yes,Yes,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,2 Anos,No,Electronic check,24.45,1493.1
5076-YVXCM,Não Cancelou,Male,0,No,No,51,Yes,Yes,Fibra Óptica,No,No,No,Sem Suporte Técnico,No,Yes,Mensal,No,Bank transfer (automatic),83.4,4149.45
5077-DXTCG,Cancelou,Female,0,No,No,1,Yes,No,DSL,No,No,No,Sem Suporte Técnico,No,No,Mensal,Yes,Electronic check,45.3,45.3
5081-NWSUP,Não Cancelou,Female,0,No,No,10,Yes,No,DSL,No,Yes,No,Com Suporte Técnico,No,Yes,1 Ano,No,Mailed check,64.9,685.55
5084-OOVCJ,Não Cancelou,Female,0,Yes,Yes,17,Yes,No,DSL,Yes,No,No,Com Suporte Técnico,No,No,Mensal,Yes,Credit card (automatic),55.35,920.5
5087-SUURX,Cancelou,Female,0,Yes,No,18,No,No phone service,DSL,No,No,Yes,Sem Suporte Técnico,Yes,No,Mensal,Yes,Electronic check,39.05,669.85
5088-QZLRL,Não Cancelou,Male,0,No,No,1,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,Mensal,No,Electronic check,20.65,20.65
5089-IFSDP,Cancelou,Female,0,Yes,No,58,Yes,Yes,Fibra Óptica,Yes,Yes,Yes,Sem Suporte Técnico,Yes,Yes,2 Anos,Yes,Bank transfer (automatic),109.45,6144.55
